,Unnamed: 0,attack,client,dst_ip,severity,src_ip
814,7,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.150.17
815,317,Windows SMB Protection Violation,2,10.197.206.164,Critical,10.200.205.231
816,2323,Scanner Enforcement Violation,1,200.75.192.254,High,68.210.103.169
817,676,,2,10.200.43.26,Informational,43.252.172.70
818,2378,Web Server Enforcement Violation,1,200.75.192.252,Critical,173.99.214.206
819,719,,2,10.196.90.7,Informational,10.177.66.141
820,3098,Scanner Enforcement Violation,1,200.75.192.254,High,57.38.54.53
821,2458,Scanner Enforcement Violation,1,200.75.192.252,High,68.210.89.222
822,1245,Streaming Engine: Potential network configuration problem detected,2,10.81.15.12,Informational,10.196.12.6
823,917,,2,10.200.44.47,Informational,19.94.119.244
824,1428,Windows SMB Protection Violation,2,10.196.224.21,Critical,10.200.205.231
825,2288,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.88.61
826,704,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.46
827,3160,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.88.18
828,915,,2,10.197.202.40,Informational,191.86.139.59
829,2859,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.88.61
830,3127,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.59
831,2102,Scanner Enforcement Violation,1,200.75.192.254,High,68.210.89.189
832,562,,2,10.197.86.37,Informational,191.33.223.83
833,576,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.36
834,2684,Scanner Enforcement Violation,1,200.75.192.254,High,43.49.231.100
835,2223,Scanner Enforcement Violation,1,200.75.192.254,High,57.75.130.176
836,348,,2,10.197.78.19,Informational,213.123.57.102
837,879,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.96.78
838,1359,,2,10.200.44.156,Informational,10.129.47.43
839,110,Windows SMB Protection Violation,2,10.197.80.12,Critical,10.200.205.230
840,288,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.66
841,341,,2,192.168.198.152,Informational,94.221.17.183
842,1988,,5,158.195.14.112,Informational,10.0.11.73
843,523,,2,10.196.224.43,Informational,178.226.64.153
844,1796,Windows SMB Protection Violation,2,10.196.78.84,Critical,10.200.205.231
845,1170,,2,10.196.78.51,Informational,43.252.172.53
846,40,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.88.6
847,1532,Windows SMB Protection Violation,2,10.196.224.135,Critical,10.200.205.230
848,875,,2,10.196.0.8,Informational,178.226.64.153
849,2614,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.49
850,1538,Windows SMB Protection Violation,2,10.196.94.78,Critical,10.200.205.231
851,2471,Web Server Enforcement Violation,1,200.75.192.250,Critical,66.171.117.63
852,2007,,5,211.180.85.169,Informational,10.0.11.73
853,2687,Scanner Enforcement Violation,1,200.75.192.254,High,43.49.231.15
854,2022,,5,72.242.15.113,Informational,10.0.11.116
855,1320,,2,10.196.222.95,Informational,178.226.64.153
856,1424,Windows SMB Protection Violation,2,10.196.222.131,Critical,10.200.205.230
857,2854,NTP Enforcement Violation,1,200.75.192.254,High,191.244.25.119
858,839,,2,10.196.224.80,Informational,178.226.64.153
859,2342,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.15
860,130,DNS Enforcement Violation,2,10.200.105.201,Critical,10.195.142.34
861,796,,2,10.196.90.7,Informational,10.177.66.141
862,2318,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.88.18
863,2049,,5,58.32.30.230,Informational,10.0.11.94
864,1386,Windows SMB Protection Violation,2,10.196.84.8,Critical,10.200.205.231
865,2486,Scanner Enforcement Violation,1,200.75.192.252,High,68.210.89.223
866,2381,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.88.4
867,1377,Windows SMB Protection Violation,2,10.196.222.127,Critical,10.200.205.230
868,3144,Web Server Enforcement Violation,1,200.75.192.250,Critical,120.116.51.249
869,2807,Scanner Enforcement Violation,1,200.75.192.254,High,68.210.103.175
870,843,,2,10.197.78.15,Informational,190.28.161.54
871,978,,2,192.168.146.16,Informational,29.197.253.159
872,1679,Windows SMB Protection Violation,2,10.197.202.20,Critical,10.200.205.231
873,1196,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.13
874,3158,Web Server Enforcement Violation,1,200.75.192.250,Medium,210.13.201.137
875,337,,2,10.197.90.90,Informational,120.20.211.130
876,1707,Windows SMB Protection Violation,2,10.197.78.75,Critical,10.200.205.231
877,2732,Scanner Enforcement Violation,1,200.75.192.252,Critical,191.100.87.249
878,2676,NTP Enforcement Violation,1,200.75.192.254,High,95.248.160.199
879,2628,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.46
880,1187,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.80.23
881,1522,Windows SMB Protection Violation,2,10.196.78.75,Critical,10.200.205.230
882,315,Windows SMB Protection Violation,2,10.196.92.4,Critical,10.200.205.230
883,2520,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.218
884,795,,2,10.196.90.7,Informational,10.177.66.141
885,2518,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.218
886,1697,Windows SMB Protection Violation,2,10.197.206.25,Critical,10.200.205.230
887,1195,,2,10.200.43.10,Informational,94.221.16.154
888,2591,Scanner Enforcement Violation,1,200.75.192.254,High,191.40.4.82
889,2521,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.88.55
890,658,,2,10.196.78.116,Informational,191.33.223.83
891,3187,Streaming Engine: TCP anomaly detected,4,10.12.30.10,Informational,10.12.50.141
892,1035,,2,10.197.90.170,Informational,135.152.38.64
893,2368,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.88.61
894,960,,2,10.196.224.47,Informational,40.234.30.155
895,2411,Content Protection Violation,1,219.211.198.58,Medium,200.75.192.252
896,1891,Windows SMB Protection Violation,2,10.200.44.40,Critical,10.200.205.231
897,2878,Web Server Enforcement Violation,1,200.75.192.252,Critical,124.89.34.24
898,383,,2,10.196.78.159,Informational,219.19.162.21
899,3053,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.49
900,3140,Scanner Enforcement Violation,1,200.75.192.250,High,115.236.88.47
901,3117,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.61
902,1374,Windows SMB Protection Violation,2,10.196.222.53,Critical,10.200.205.230
903,1808,Windows SMB Protection Violation,2,10.196.92.1,Critical,10.200.205.231
904,1625,Windows SMB Protection Violation,2,10.196.222.30,Critical,10.200.205.231
905,1965,,5,29.3.13.114,Informational,10.0.11.102
906,492,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.80.41
907,1528,Windows SMB Protection Violation,2,10.196.150.18,Critical,10.200.205.231
908,2338,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.200
909,1584,Windows SMB Protection Violation,2,10.196.84.5,Critical,10.200.205.231
910,450,,2,10.196.224.101,Informational,10.177.110.55
911,1732,Windows SMB Protection Violation,2,10.196.92.19,Critical,10.200.205.230
912,2389,Scanner Enforcement Violation,1,200.75.192.250,High,115.110.38.6
913,2745,Scanner Enforcement Violation,1,200.75.192.252,High,68.210.89.215
914,1566,Windows SMB Protection Violation,2,10.196.224.72,Critical,10.200.205.231
915,39,Windows SMB Protection Violation,2,10.196.222.164,Critical,10.200.205.231
916,132,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.60
917,2607,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.88.18
918,1049,DNS Enforcement Violation,2,10.200.105.201,Critical,10.195.18.29
919,2835,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.88.55
920,302,,2,10.197.78.89,Informational,29.51.208.39
921,2480,Scanner Enforcement Violation,1,200.75.192.250,High,223.145.239.42
922,65,Windows SMB Protection Violation,2,10.196.12.4,Critical,10.200.205.230
923,2064,,5,210.154.111.119,Informational,10.0.11.152
924,2259,Web Server Enforcement Violation,1,200.75.192.252,Critical,194.131.146.160
925,438,,2,10.197.90.45,Informational,10.129.47.15
926,2206,Scanner Enforcement Violation,1,200.75.192.250,High,87.7.10.253
927,2901,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.88.18
928,701,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.94.79
929,91,Windows SMB Protection Violation,2,10.197.206.73,Critical,10.200.205.231
930,1324,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.88.31
931,1839,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.80.3
932,1156,,2,10.200.44.156,Informational,10.129.47.38
933,2897,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.88.55
934,849,,2,192.168.162.26,Informational,230.14.190.35
935,2694,NTP Enforcement Violation,1,200.75.192.252,High,191.244.25.115
936,637,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.222.124
937,884,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.222.10
938,1166,,2,192.168.190.97,Informational,29.214.137.208
939,952,,2,10.196.222.115,Informational,178.82.228.17
940,873,,2,10.197.206.125,Informational,199.0.160.128
941,1113,,2,10.197.208.87,Informational,191.64.189.115
942,455,,2,10.200.41.24,Informational,58.212.107.33
943,2184,Scanner Enforcement Violation,1,200.75.192.254,High,191.245.84.22
944,1274,,2,10.200.44.177,Informational,69.215.202.157
945,799,,2,10.196.16.14,Informational,191.64.189.110
946,344,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.46
947,573,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.80.64
948,2333,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.199
949,1061,,2,192.168.192.32,Informational,43.157.6.246
950,3211,Streaming Engine: TCP anomaly detected,3,192.168.98.222,Informational,192.168.98.254
951,538,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.80
952,1602,Windows SMB Protection Violation,2,10.197.78.47,Critical,10.200.205.231
953,1199,,2,192.168.195.153,Informational,110.20.50.83
954,1175,,2,10.200.44.156,Informational,10.129.47.17
955,1643,Windows SMB Protection Violation,2,10.196.224.38,Critical,10.200.205.231
956,861,,2,10.196.224.3,Informational,94.221.16.8
957,1503,Windows SMB Protection Violation,2,10.196.142.58,Critical,10.200.205.231
958,1491,Windows SMB Protection Violation,2,10.196.80.158,Critical,10.200.205.231
959,3179,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.41
960,2812,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.218
961,1145,,2,10.196.79.247,Informational,43.252.172.53
962,2068,,5,157.101.250.49,Informational,10.0.11.170
963,545,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.80.67
964,1535,Windows SMB Protection Violation,2,10.197.206.43,Critical,10.200.205.230
965,2940,Scanner Enforcement Violation,1,200.75.192.254,High,43.49.231.27
966,2519,Scanner Enforcement Violation,1,200.75.192.254,High,43.49.231.218
967,1154,,2,10.200.44.156,Informational,10.129.47.65
968,1420,Windows SMB Protection Violation,2,10.196.96.6,Critical,10.200.205.230
969,364,,2,10.196.222.92,Informational,10.177.110.23
970,3123,Web Server Enforcement Violation,1,200.75.192.252,Critical,40.245.217.44
971,1379,,2,192.168.170.40,Informational,19.209.61.218
972,2344,Scanner Enforcement Violation,1,200.75.192.252,High,68.210.89.138
973,2314,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.28
974,253,Windows SMB Protection Violation,2,10.196.78.94,Critical,10.200.205.231
975,887,,2,192.168.155.87,Informational,94.221.17.183
976,1190,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.208.72
977,2696,NTP Enforcement Violation,1,200.75.192.250,High,191.244.25.115
978,744,,2,10.196.224.139,Informational,94.221.16.8
979,2397,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.88.2
980,1270,,2,10.196.142.104,Informational,10.177.66.141
981,3040,NTP Enforcement Violation,1,200.75.192.252,High,191.184.54.2
982,74,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.97
983,656,,2,10.196.86.85,Informational,29.1.135.132
984,429,,2,10.196.86.14,Informational,29.44.170.89
985,801,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.206.11
986,1568,Windows SMB Protection Violation,2,10.196.142.83,Critical,10.200.205.231
987,247,Windows SMB Protection Violation,2,10.197.90.24,Critical,10.200.205.231
988,2274,Web Server Enforcement Violation,1,200.75.192.250,Critical,53.52.66.20
989,2599,Scanner Enforcement Violation,1,200.75.192.254,High,223.145.239.40
990,1626,Windows SMB Protection Violation,2,10.197.208.126,Critical,10.200.205.230
991,483,,2,10.196.88.55,Informational,29.35.196.169
992,2689,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.88.55
993,1126,,2,10.196.94.92,Informational,29.43.240.146
994,2506,NTP Enforcement Violation,1,200.75.192.252,High,68.4.29.76
995,977,,2,10.196.224.13,Informational,29.44.170.65
996,2135,Scanner Enforcement Violation,1,200.75.192.254,High,153.135.64.143
997,2328,Scanner Enforcement Violation,1,200.75.192.254,High,223.145.239.41
998,1754,Windows SMB Protection Violation,2,10.200.43.13,Critical,10.200.205.231
999,2907,Scanner Enforcement Violation,1,200.75.192.250,High,68.210.89.204
1000,2831,Scanner Enforcement Violation,1,200.75.192.254,High,43.49.231.218
1001,2564,NTP Enforcement Violation,1,200.75.192.250,High,75.55.49.208
1002,1835,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.78.111
1003,1720,Windows SMB Protection Violation,2,10.197.204.39,Critical,10.200.205.231
1004,968,,2,10.197.78.19,Informational,29.44.168.38
1005,650,,2,10.197.208.72,Informational,58.17.137.255
1006,889,,2,192.168.194.166,Informational,110.103.154.142
1007,2714,Scanner Enforcement Violation,1,200.75.192.252,High,153.135.64.143
1008,2216,Scanner Enforcement Violation,1,200.75.192.250,High,204.100.175.108
1009,1034,,2,10.196.20.3,Informational,40.200.62.249
1010,504,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.84.15
1011,250,Windows SMB Protection Violation,2,10.197.90.101,Critical,10.200.205.231
1012,540,,2,192.168.173.12,Informational,191.33.223.80
1013,802,,2,10.196.90.7,Informational,10.177.66.141
1014,1661,Windows SMB Protection Violation,2,10.196.78.160,Critical,10.200.205.231
1015,1676,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.88.37
1016,2080,Scanner Enforcement Violation,1,200.75.192.254,High,201.154.222.8
1017,305,Windows SMB Protection Violation,2,10.197.206.70,Critical,10.200.205.230
1018,2580,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.63
1019,2341,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.15
1020,1875,Windows SMB Protection Violation,2,10.197.88.22,Critical,10.200.205.231
1021,3011,Scanner Enforcement Violation,1,200.75.192.254,High,182.32.32.76
1022,3013,Scanner Enforcement Violation,1,200.75.192.250,High,182.32.32.76
1023,2929,Scanner Enforcement Violation,1,200.75.192.254,High,165.65.146.195
1024,776,,2,10.197.208.72,Informational,58.17.137.255
1025,2589,Scanner Enforcement Violation,1,200.75.192.250,High,153.135.64.123
1026,350,DNS Enforcement Violation,2,10.200.105.201,Critical,10.200.44.157
1027,3012,Scanner Enforcement Violation,1,200.75.192.252,High,182.32.32.76
1028,936,,2,192.168.174.95,Informational,29.62.150.237
1029,954,,2,192.168.198.152,Informational,78.251.249.13
1030,2503,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.88.4
1031,648,,2,10.196.96.66,Informational,29.43.241.61
1032,1464,Windows SMB Protection Violation,2,10.200.44.43,Critical,10.200.205.230
1033,3030,NTP Enforcement Violation,1,200.75.192.252,High,129.206.109.148
1034,2733,NTP Enforcement Violation,1,200.75.192.250,High,129.206.109.148
1035,587,,2,10.196.90.7,Informational,10.177.66.141
1036,3082,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.59
1037,2990,Scanner Enforcement Violation,1,200.75.192.252,High,57.75.130.176
1038,2948,Streaming Engine: Potential network configuration problem detected,1,8.16.123.67,Informational,200.75.192.252
1039,2036,,5,55.246.178.107,Informational,10.0.11.75
1040,168,Windows SMB Protection Violation,2,10.196.12.8,Critical,10.200.205.231
1041,856,,2,10.196.150.35,Informational,94.221.16.8
1042,2118,Web Server Enforcement Violation,1,200.75.192.252,Critical,194.131.177.48
1043,2244,Web Server Enforcement Violation,1,200.75.192.250,Medium,146.143.208.71
1044,392,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.80.27
1045,2354,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.218
1046,1645,Windows SMB Protection Violation,2,10.196.143.248,Critical,10.200.205.231
1047,2735,NTP Enforcement Violation,1,200.75.192.250,High,190.105.139.118
1048,1877,Windows SMB Protection Violation,2,10.200.44.47,Critical,10.200.205.231
1049,651,,2,10.197.78.18,Informational,58.212.107.33
1050,2771,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.88.18
1051,1785,Windows SMB Protection Violation,2,10.200.44.63,Critical,10.200.205.231
1052,2970,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.88.55
1053,239,Windows SMB Protection Violation,2,10.196.222.82,Critical,10.200.205.230
1054,2774,Scanner Enforcement Violation,1,200.75.192.252,High,169.172.28.133
1055,454,,2,10.200.41.24,Informational,58.212.107.33
1056,1341,,2,192.168.174.49,Informational,211.128.67.107
1057,1918,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.208.105
1058,1044,,2,10.196.96.25,Informational,43.252.172.80
1059,1329,,2,10.200.43.26,Informational,58.200.63.47
1060,508,,2,10.196.88.67,Informational,43.252.172.70
1061,3069,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.200
1062,1331,,2,10.200.43.26,Informational,191.33.223.208
1063,457,DNS Enforcement Violation,2,10.200.105.201,Critical,10.195.80.43
1064,1014,,2,10.197.208.23,Informational,110.82.198.76
1065,2489,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.49
1066,750,,2,10.197.76.7,Informational,29.79.216.127
1067,3016,Scanner Enforcement Violation,1,200.75.192.254,High,115.110.38.6
1068,1648,Windows SMB Protection Violation,2,10.196.14.11,Critical,10.200.205.230
1069,964,,2,10.196.222.46,Informational,10.177.110.23
1070,566,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.208.75
1071,399,,2,10.196.222.125,Informational,219.19.162.90
1072,1375,Windows SMB Protection Violation,2,10.200.52.113,Critical,10.200.205.231
1073,2541,Scanner Enforcement Violation,1,200.75.192.254,High,57.75.130.176
1074,154,Windows SMB Protection Violation,2,10.197.208.73,Critical,10.200.205.231
1075,740,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.206.38
1076,2830,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.218
1077,211,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.74.18
1078,629,,2,10.196.90.7,Informational,10.177.66.141
1079,1410,Windows SMB Protection Violation,2,10.196.222.144,Critical,10.200.205.230
1080,633,,2,10.197.90.110,Informational,191.64.189.110
1081,2446,Scanner Enforcement Violation,1,200.75.192.250,High,57.15.155.218
1082,835,,2,10.196.90.7,Informational,10.177.66.141
1083,2838,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.46
1084,2078,,5,10.0.0.9,Informational,10.0.11.69
1085,1153,,2,10.200.44.156,Informational,10.129.47.11
1086,967,,2,10.196.20.3,Informational,153.75.70.44
1087,1020,,2,10.196.222.146,Informational,29.44.170.65
1088,2789,Scanner Enforcement Violation,1,200.75.192.252,High,57.75.130.176
1089,2374,Scanner Enforcement Violation,1,200.75.192.250,High,87.7.10.253
1090,2043,,5,110.18.100.194,Informational,10.0.11.120
1091,693,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.86.1
1092,541,,2,192.168.173.12,Informational,191.33.223.80
1093,2813,SSL Enforcement Violation,1,58.74.136.232,Low,200.75.192.252
1094,3038,NTP Enforcement Violation,1,200.75.192.252,High,191.216.32.134
1095,46,Windows SMB Protection Violation,2,10.196.142.172,Critical,10.200.205.230
1096,515,,2,10.196.78.116,Informational,191.33.223.215
1097,1694,Windows SMB Protection Violation,2,10.196.96.48,Critical,10.200.205.230
1098,270,Windows SMB Protection Violation,2,10.197.90.141,Critical,10.200.205.230
1099,2448,Scanner Enforcement Violation,1,200.75.192.252,High,153.135.64.143
1100,797,,2,10.200.43.26,Informational,78.21.81.253
1101,380,,2,10.196.76.9,Informational,10.177.110.55
1102,755,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.22.26
1103,647,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.78.37
1104,3037,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.213
1105,2382,Scanner Enforcement Violation,1,200.75.192.254,High,68.4.15.23
1106,2695,NTP Enforcement Violation,1,200.75.192.254,High,191.244.25.115
1107,277,Windows SMB Protection Violation,2,10.196.136.142,Critical,10.200.205.231
1108,2964,Streaming Engine: Potential network configuration problem detected,1,58.109.12.18,Informational,200.75.192.252
1109,1830,DNS Enforcement Violation,2,10.200.105.201,Critical,10.200.44.157
1110,2692,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.59
1111,1734,Windows SMB Protection Violation,2,10.196.150.51,Critical,10.200.205.230
1112,1561,Windows SMB Protection Violation,2,10.196.78.119,Critical,10.200.205.231
1113,949,,2,10.200.44.138,Informational,94.221.16.154
1114,2424,NTP Enforcement Violation,1,200.75.192.250,High,135.250.206.86
1115,1912,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.96.19
1116,1628,Windows SMB Protection Violation,2,10.196.80.153,Critical,10.200.205.230
1117,1200,,2,10.200.41.36,Informational,110.106.27.149
1118,481,,2,10.196.86.68,Informational,191.60.216.52
1119,1455,Windows SMB Protection Violation,2,10.197.78.14,Critical,10.200.205.231
1120,1588,Windows SMB Protection Violation,2,10.196.14.10,Critical,10.200.205.230
1121,2387,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.72
1122,616,,2,10.196.86.83,Informational,11.153.228.164
1123,1852,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.80.23
1124,1789,Windows SMB Protection Violation,2,10.196.223.255,Critical,10.200.205.231
1125,1650,Windows SMB Protection Violation,2,10.200.52.34,Critical,10.200.205.231
1126,1544,Windows SMB Protection Violation,2,10.200.44.66,Critical,10.200.205.230
1127,628,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.134
1128,2932,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.218
1129,731,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.11
1130,3032,NTP Enforcement Violation,1,200.75.192.254,High,190.105.139.114
1131,2330,Scanner Enforcement Violation,1,200.75.192.250,High,223.145.239.41
1132,1526,Windows SMB Protection Violation,2,10.196.144.11,Critical,10.200.205.231
1133,2261,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.41
1134,2647,Scanner Enforcement Violation,1,200.75.192.250,High,144.68.255.165
1135,2707,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.53
1136,362,,2,10.197.80.34,Informational,204.47.127.32
1137,281,Streaming Engine: TCP anomaly detected,2,10.197.90.89,Informational,10.200.105.201
1138,407,,2,10.197.90.110,Informational,72.235.156.200
1139,618,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.94.39
1140,2439,NTP Enforcement Violation,1,200.75.192.250,High,129.206.109.148
1141,2625,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.88.61
1142,2028,,5,178.217.13.179,Informational,10.0.11.116
1143,3186,Streaming Engine: TCP anomaly detected,4,10.12.30.11,Informational,10.12.50.196
1144,1496,Windows SMB Protection Violation,2,10.196.80.157,Critical,10.200.205.230
1145,1470,Windows SMB Protection Violation,2,10.196.222.139,Critical,10.200.205.230
1146,3171,NTP Enforcement Violation,1,200.75.192.250,High,191.234.217.13
1147,1629,Windows SMB Protection Violation,2,10.196.16.2,Critical,10.200.205.231
1148,2250,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.88.55
1149,1160,,2,192.168.144.177,Informational,8.122.212.21
1150,2776,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.41
1151,2220,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.88.61
1152,2778,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.41
1153,645,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.84.18
1154,1960,,5,55.246.178.107,Informational,10.0.11.106
1155,2117,Scanner Enforcement Violation,1,200.75.192.252,High,128.228.19.79
1156,3151,Web Server Enforcement Violation,1,200.75.192.250,Medium,214.87.233.140
1157,376,,2,192.168.190.114,Informational,236.105.168.109
1158,2946,Scanner Enforcement Violation,1,200.75.192.252,High,52.29.160.176
1159,1432,Windows SMB Protection Violation,2,10.196.142.14,Critical,10.200.205.230
1160,1350,,2,10.200.44.156,Informational,10.129.47.95
1161,2138,Scanner Enforcement Violation,1,200.75.192.254,High,115.110.38.6
1162,2126,Scanner Enforcement Violation,1,200.75.192.254,High,196.24.116.15
1163,2477,Scanner Enforcement Violation,1,200.75.192.250,High,57.158.24.14
1164,506,,2,10.200.44.38,Informational,94.221.16.154
1165,2171,Scanner Enforcement Violation,1,200.75.192.250,High,115.236.88.47
1166,621,,2,10.196.142.18,Informational,43.252.172.70
1167,692,,2,10.196.88.50,Informational,94.221.16.154
1168,1481,Windows SMB Protection Violation,2,10.196.142.194,Critical,10.200.205.230
1169,2063,,5,158.195.32.120,Informational,10.0.11.100
1170,2364,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.27
1171,3061,Apache Server Protection Violation,1,200.75.192.250,Critical,53.90.92.121
1172,2685,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.15
1173,2166,NTP Enforcement Violation,1,200.75.192.250,High,190.105.139.90
1174,1970,,5,29.3.13.114,Informational,10.0.11.102
1175,2630,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.46
1176,1517,Windows SMB Protection Violation,2,10.196.206.13,Critical,10.200.205.231
1177,2391,Scanner Enforcement Violation,1,200.75.192.254,High,202.52.43.117
1178,2921,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.44
1179,2853,Scanner Enforcement Violation,1,200.75.192.250,High,153.135.79.132
1180,542,,2,192.168.148.80,Informational,94.208.217.248
1181,969,,2,10.195.20.76,Informational,10.177.67.36
1182,824,,2,10.196.86.85,Informational,178.226.64.153
1183,831,,2,10.196.90.7,Informational,10.177.66.141
1184,34,Windows SMB Protection Violation,2,10.196.222.129,Critical,10.200.205.230
1185,1928,DNS Enforcement Violation,2,10.200.105.201,Critical,10.200.46.20
1186,2052,,5,55.246.178.107,Informational,10.0.11.120
1187,2851,Scanner Enforcement Violation,1,200.75.192.254,High,153.135.79.132
1188,1098,,2,10.197.208.87,Informational,60.228.243.156
1189,2464,NTP Enforcement Violation,1,200.75.192.250,High,191.216.32.134
1190,1714,Windows SMB Protection Violation,2,10.196.223.249,Critical,10.200.205.230
1191,2753,Scanner Enforcement Violation,1,200.75.192.254,High,108.165.37.111
1192,94,Windows SMB Protection Violation,2,10.200.52.131,Critical,10.200.205.230
1193,1841,Windows SMB Protection Violation,2,10.196.96.13,Critical,10.200.205.231
1194,2457,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.88.18
1195,1191,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.208.105
1196,822,,2,10.197.76.1,Informational,191.33.223.83
1197,1300,,2,10.196.86.85,Informational,110.103.151.206
1198,2067,,5,10.0.11.15,Informational,10.0.0.64
1199,385,,2,10.196.78.159,Informational,58.212.107.33
1200,989,,2,10.196.78.126,Informational,157.101.17.108
1201,942,,2,10.196.142.73,Informational,78.21.81.253
1202,1122,,2,10.197.208.87,Informational,58.14.143.109
1203,1776,Windows SMB Protection Violation,2,10.197.207.243,Critical,10.200.205.230
1204,1416,Windows SMB Protection Violation,2,10.196.142.177,Critical,10.200.205.231
