,client,dst_ip,dst_port,epoch_time,label,protocol,received_bytes,sent_bytes,src_ip
354,2,8.8.8.8,53,1546515065,Malware,UDP,0,0,192.168.182.42
355,2,10.200.105.202,53,1546506893,Malware,UDP,142,48,10.197.208.7
356,2,8.8.8.8,53,1546947781,Malware,UDP,0,74,192.168.146.74
357,2,114.77.190.35,80,1546436074,Malware,TCP,1410,10880,192.168.198.57
358,2,10.200.105.202,53,1546009055,Malware,UDP,0,0,10.197.202.28
359,1,200.75.192.252,80,1547278955,Malware,TCP,0,0,72.240.205.34
360,2,10.200.105.200,53,1545400193,Adware,UDP,0,0,10.195.144.8
361,5,70.115.0.9,53,1546518598,Malware,UDP,0,0,10.0.11.13
362,2,10.200.105.201,53,1546253610,Adware,UDP,0,0,10.200.47.100
363,2,8.8.8.8,53,1547128607,Malware,UDP,0,0,192.168.154.123
364,2,10.200.105.200,53,1545649667,Malware,UDP,0,0,10.196.86.21
365,5,70.115.0.9,53,1546264619,Malware,UDP,0,0,10.0.11.13
366,2,10.200.105.201,53,1546605376,Malware,UDP,0,70,10.195.144.23
367,2,10.200.105.202,53,1546511480,Malware,UDP,103,34,10.195.142.17
368,2,10.200.105.201,53,1546000145,Malware,UDP,0,0,10.200.44.145
369,2,114.168.157.141,80,1546381515,Malware,TCP,12928,5344,10.196.74.13
370,5,70.115.0.9,53,1545834311,Malware,UDP,0,0,10.0.11.13
371,2,10.200.105.201,53,1546449371,Malware,UDP,0,0,10.196.150.28
372,2,8.8.8.8,53,1547222843,Malware,UDP,0,0,192.168.172.53
373,5,70.115.0.9,53,1546868564,Malware,UDP,0,0,10.0.11.13
374,2,8.8.8.8,53,1547123913,Adware,UDP,0,0,192.168.198.32
375,2,8.8.8.8,53,1546948535,Malware,UDP,228,68,192.168.138.37
376,2,10.200.105.201,53,1547023935,Malware,UDP,0,0,10.197.80.7
377,2,179.239.5.6,80,1545422121,Malware,TCP,1136,786,10.196.74.13
378,2,10.200.105.201,53,1547127099,Malware,UDP,0,0,10.200.44.53
379,2,8.8.8.8,53,1546946127,Malware,UDP,0,0,192.168.150.91
380,3,8.8.8.8,53,1546494647,Malware,UDP,0,896,192.168.37.10
381,2,10.200.105.200,53,1545836994,Malware,UDP,0,0,10.196.74.13
382,2,8.8.8.8,53,1547119127,Malware,UDP,124,186,192.168.174.158
383,2,8.8.8.8,53,1546980258,Malware,UDP,254,80,192.168.155.111
384,2,194.72.202.102,80,1546509830,Malware,TCP,1168,969,10.196.86.120
385,2,8.8.8.8,53,1547140785,Malware,UDP,117,37,192.168.172.129
386,2,211.185.208.80,80,1546017443,Malware,TCP,3637248,9712,192.168.200.133
387,2,8.8.8.8,53,1547124089,Adware,UDP,100,68,192.168.198.32
388,2,10.200.105.201,53,1545987116,Malware,UDP,91,62,10.195.202.15
389,2,8.8.8.8,53,1547225310,Malware,UDP,0,0,192.168.162.169
390,5,70.115.0.9,53,1547241574,Malware,UDP,0,0,10.0.11.13
391,2,8.8.8.8,53,1547210614,Malware,UDP,0,0,192.168.155.70
392,2,8.8.8.8,53,1546613832,Malware,UDP,234,74,192.168.192.135
393,5,24.215.90.210,80,1546871351,Malware,TCP,0,0,10.0.11.152
394,2,110.31.83.194,80,1545666869,Malware,TCP,4856,1470,192.168.190.21
395,2,58.216.129.114,80,1546513136,Malware,TCP,16672,1554,192.168.146.89
396,2,8.8.8.8,53,1546944926,Malware,UDP,0,0,192.168.192.156
397,1,200.75.192.252,80,1545786035,Malware,TCP,0,3128,125.23.18.143
398,2,110.27.107.38,80,1545402074,Malware,TCP,36736,453,10.196.224.141
399,2,14.8.4.4,53,1547056466,Malware,UDP,0,0,192.168.162.113
400,2,60.175.205.207,80,1546243683,Malware,TCP,555,1188,10.196.150.46
401,2,10.200.105.200,53,1545513820,Malware,UDP,762,315,10.196.74.13
402,2,10.200.105.201,53,1546533205,Malware,UDP,159,88,10.200.44.150
403,2,8.8.8.8,53,1547124032,Adware,UDP,0,192,192.168.198.32
404,2,8.8.8.8,53,1547037560,Malware,UDP,0,0,192.168.178.74
405,2,8.8.8.8,53,1546952095,Malware,UDP,236,76,192.168.157.100
406,2,114.77.190.35,80,1546872156,Malware,TCP,0,0,192.168.146.42
407,2,8.8.8.8,53,1545911962,Malware,UDP,0,0,192.168.200.133
408,2,10.200.105.202,53,1545902246,Malware,UDP,0,0,10.200.43.110
409,2,10.200.105.202,53,1546529446,Malware,UDP,228,82,10.196.152.56
410,2,10.200.105.202,53,1545396494,Malware,UDP,0,0,10.197.208.98
411,2,8.8.8.8,53,1547220542,Malware,UDP,0,0,192.168.172.53
412,2,8.8.8.8,53,1547224468,Malware,UDP,100,36,192.168.170.158
413,5,70.115.0.9,53,1547149557,Malware,UDP,0,0,10.0.11.13
414,2,10.196.71.130,9100,1547120437,Malware,TCP,0,19616,10.200.105.53
415,2,10.200.105.201,53,1545983426,Malware,UDP,284,144,10.197.206.12
416,2,10.200.105.200,53,1545396552,Malware,UDP,94,46,10.197.78.97
417,2,114.77.190.35,80,1546865019,Malware,TCP,0,2136,192.168.182.65
418,2,97.184.0.10,80,1545902154,Malware,TCP,537600,4592,10.200.43.110
419,2,10.200.105.200,53,1547025677,Malware,UDP,743,487,10.197.208.50
420,2,40.197.32.70,80,1546181917,Malware,TCP,1490,539,10.196.74.10
421,2,110.237.145.10,80,1545855357,Malware,TCP,404,541,10.196.74.10
422,2,10.200.105.201,53,1546968776,Malware,UDP,135,88,10.200.43.20
423,2,8.8.8.8,53,1546505291,Malware,UDP,0,0,192.168.162.64
424,2,8.8.8.8,53,1546864045,Malware,UDP,0,0,192.168.164.1
425,2,8.8.8.8,53,1547136078,Malware,UDP,0,0,192.168.178.48
426,2,8.8.8.8,53,1546428695,Malware,UDP,1332,760,192.168.200.57
427,2,93.248.214.84,80,1546001657,Malware,TCP,0,0,192.168.138.10
428,2,10.200.105.201,53,1547137804,Malware,UDP,0,0,10.197.88.15
429,2,10.200.105.201,53,1546009055,Malware,UDP,0,0,10.197.202.28
430,2,10.200.105.201,53,1546526134,Malware,UDP,0,0,10.196.80.77
431,2,10.200.105.202,53,1545902168,Malware,UDP,0,0,10.200.43.110
432,5,70.115.0.9,53,1546541362,Malware,UDP,0,0,10.0.11.13
433,2,8.8.8.8,53,1547121940,Malware,UDP,0,248,192.168.174.221
434,2,8.8.8.8,53,1547124093,Adware,UDP,106,74,192.168.198.32
435,2,10.200.105.201,53,1546620290,Malware,UDP,405,132,10.197.208.13
436,2,8.8.8.8,53,1546515065,Malware,UDP,0,0,192.168.182.42
437,2,211.185.208.80,80,1546020364,Malware,TCP,0,0,192.168.200.133
438,2,218.32.252.66,80,1546439271,Malware,TCP,513,1136,10.196.84.7
439,2,10.200.105.201,53,1546512726,Malware,UDP,0,0,10.197.90.125
440,2,10.200.105.200,53,1545402306,Malware,UDP,140,44,10.197.207.253
441,2,10.200.105.200,53,1546108838,Malware,UDP,150,108,10.196.74.13
442,2,204.46.87.247,80,1547255408,Malware,TCP,1667072,1630208,192.168.197.178
443,2,10.200.105.201,53,1546446110,Malware,UDP,0,0,10.197.208.13
444,2,70.185.181.238,80,1545384591,Malware,TCP,0,0,192.168.150.79
445,2,10.200.105.201,53,1546848416,Malware,UDP,0,0,10.197.202.6
446,2,10.200.105.202,53,1545902180,Malware,UDP,0,0,10.200.43.110
447,1,8.8.8.8,53,1545390993,Malware,UDP,0,0,200.75.192.252
448,2,10.200.105.201,53,1546422593,Malware,UDP,102,175,10.195.20.41
449,2,97.184.0.10,80,1545902154,Malware,TCP,0,0,10.200.43.110
450,2,19.32.66.61,80,1545395097,Malware,TCP,22528,770,10.197.208.14
451,2,10.200.105.202,53,1545902487,Malware,UDP,0,0,10.200.43.110
452,2,10.200.105.202,53,1545902175,Malware,UDP,0,0,10.195.208.5
453,2,24.196.83.205,80,1546443926,Malware,TCP,1240,672,192.168.190.61
454,2,114.77.190.35,80,1547037560,Malware,TCP,0,0,192.168.178.74
455,3,8.8.8.8,53,1546464551,Malware,UDP,0,784,192.168.37.10
456,2,10.200.105.200,53,1546947925,Malware,UDP,0,0,10.196.74.15
457,2,8.8.8.8,53,1546505291,Malware,UDP,0,0,192.168.162.64
458,2,10.200.105.201,53,1546950389,Malware,UDP,111,152,10.197.206.33
459,2,10.200.105.202,53,1545902658,Malware,UDP,0,0,10.200.43.110
460,2,114.77.190.35,80,1546865019,Malware,TCP,0,0,192.168.182.65
461,2,10.200.105.200,53,1546984385,Malware,UDP,0,0,10.201.45.78
462,2,10.200.105.202,53,1545902598,Malware,UDP,0,0,10.200.43.110
463,1,219.211.198.58,80,1547207529,Malware,TCP,0,0,200.75.192.252
464,2,10.200.105.201,53,1547209374,Malware,UDP,270,88,10.200.43.20
465,2,8.8.8.8,53,1546444068,Malware,UDP,254,80,192.168.200.24
466,2,10.200.105.201,53,1545917481,Malware,UDP,444,152,10.195.74.11
467,5,70.115.0.9,53,1547041567,Malware,UDP,0,0,10.0.11.13
468,2,8.8.8.8,53,1546863460,Malware,UDP,0,0,192.168.156.91
469,3,192.168.98.222,80,1546296029,Malware,TCP,0,0,192.168.37.10
470,2,8.8.8.8,53,1546796077,Malware,UDP,0,0,192.168.179.227
471,2,8.8.8.8,53,1546864045,Malware,UDP,0,0,192.168.164.1
472,2,10.200.105.201,53,1547027235,Malware,UDP,102,210,10.195.20.35
473,2,222.58.206.76,80,1546536480,Malware,TCP,0,0,192.168.194.112
474,2,184.79.251.0,80,1546007832,Malware,TCP,0,0,192.168.154.12
475,5,70.115.0.9,53,1547131932,Malware,UDP,0,0,10.0.11.13
476,2,10.200.105.202,53,1545407200,Malware,UDP,405,132,10.197.208.14
477,5,106.20.0.247,80,1546547144,Malware,TCP,0,0,10.0.11.86
478,1,200.75.192.252,80,1545938882,Malware,TCP,0,0,72.240.205.34
479,2,8.8.8.8,53,1546428695,Malware,UDP,2736,1066,192.168.200.57
480,3,8.8.8.8,53,1546275563,Malware,UDP,0,2016,192.168.37.10
481,5,70.115.0.9,53,1547042129,Adware,UDP,0,613,10.0.11.13
482,2,10.200.105.200,53,1545422121,Malware,UDP,75,54,10.196.74.13
483,2,8.8.8.8,53,1545934231,Malware,UDP,254,80,192.168.156.65
484,2,218.32.252.66,80,1545517250,Malware,TCP,1026,2140,10.196.74.13
485,3,192.168.98.222,80,1546211771,Malware,TCP,0,0,192.168.37.10
486,2,8.8.8.8,53,1547203040,Adware,UDP,0,0,192.168.190.131
487,5,70.115.0.9,53,1547224217,Adware,UDP,0,856,10.0.11.7
488,2,10.200.105.201,53,1546529875,Malware,UDP,0,0,10.197.206.22
489,2,10.200.105.202,53,1545902367,Malware,UDP,0,0,10.200.43.110
490,2,10.200.105.200,53,1547297017,Malware,UDP,192,128,10.196.74.13
491,5,70.115.0.9,53,1546891123,Malware,UDP,0,0,10.0.11.13
492,2,8.8.8.8,53,1545911901,Malware,UDP,0,0,192.168.200.133
493,2,10.200.105.201,53,1547038925,Malware,UDP,0,0,10.195.206.15
494,2,8.8.8.8,53,1547124029,Adware,UDP,102,70,192.168.198.32
495,2,28.71.63.178,80,1547141813,Malware,TCP,0,335,10.197.88.25
496,2,204.134.112.241,80,1547296752,Malware,TCP,814,514,10.196.74.13
497,2,10.200.105.201,53,1546963335,Malware,UDP,666,228,10.197.78.21
498,2,10.200.105.202,53,1545902180,Malware,UDP,0,0,10.200.43.110
499,2,10.200.105.200,53,1547042810,Malware,UDP,188,92,10.196.88.39
500,2,10.200.105.200,53,1545422230,Malware,UDP,150,108,10.196.74.13
501,2,8.8.8.8,53,1547222844,Malware,UDP,0,0,192.168.172.53
502,2,215.126.127.231,80,1547043495,Malware,TCP,0,0,10.196.142.24
503,2,8.8.8.8,53,1546948209,Malware,UDP,0,74,192.168.192.116
504,2,10.200.105.200,53,1546178103,Malware,UDP,67,35,10.196.74.10
505,2,114.77.190.35,80,1547222844,Malware,TCP,0,0,192.168.172.53
506,2,40.201.191.165,80,1547210614,Malware,TCP,0,896,192.168.155.70
507,2,10.200.105.201,53,1547200087,Malware,UDP,0,0,10.196.78.57
508,2,10.200.105.201,53,1547219642,Malware,UDP,46,60,10.196.142.15
509,2,10.200.105.201,53,1545987082,Malware,UDP,0,0,10.195.202.15
510,3,8.8.8.8,53,1546383302,Malware,UDP,0,224,192.168.37.10
511,2,114.77.190.35,80,1547037560,Malware,TCP,550,522,192.168.178.74
512,2,222.58.204.12,80,1546618790,Malware,TCP,0,0,192.168.194.201
513,3,8.8.8.8,53,1546261725,Malware,UDP,0,0,192.168.37.10
514,2,8.8.8.8,53,1546509674,Malware,UDP,0,0,192.168.176.10
515,2,8.8.8.8,53,1546001130,Malware,UDP,0,0,192.168.252.156
516,2,10.200.105.200,53,1546524249,Malware,UDP,67,35,10.196.88.3
517,2,28.71.63.178,80,1545393223,Malware,TCP,735,740,10.197.88.40
518,2,10.200.105.201,53,1547221376,Malware,UDP,0,0,10.195.18.52
519,2,8.8.8.8,53,1546946212,Malware,UDP,0,48,192.168.162.186
520,2,8.8.8.8,53,1547133872,Malware,UDP,0,0,192.168.182.41
521,5,70.115.0.9,53,1546872840,Adware,UDP,0,635,10.0.11.13
522,2,8.8.8.8,53,1545670838,Malware,UDP,254,80,192.168.156.47
523,1,29.198.85.182,80,1547201948,Malware,TCP,8096,1106,200.75.192.252
524,2,10.200.105.200,53,1545622017,Malware,UDP,0,0,10.196.74.10
525,2,40.224.176.40,80,1547224468,Malware,TCP,3116,449,192.168.170.158
526,3,192.168.98.222,80,1546407379,Malware,TCP,0,0,192.168.37.10
527,2,10.200.105.200,53,1546545854,Malware,UDP,0,0,10.196.74.10
528,2,10.200.105.201,53,1547138199,Malware,UDP,0,0,10.200.43.20
529,2,10.200.105.202,53,1545402301,Malware,UDP,270,88,10.197.207.253
530,2,10.200.105.202,53,1545902306,Malware,UDP,0,0,10.200.43.110
531,2,8.8.8.8,53,1547113208,Malware,UDP,0,0,192.168.172.224
532,5,70.115.0.9,53,1545946666,Adware,UDP,0,370,10.0.11.7
533,2,222.58.206.76,80,1546536480,Malware,TCP,2644,5816,192.168.194.112
534,2,11.79.68.110,80,1546528737,Malware,TCP,1110,2088,192.168.252.164
535,2,212.189.218.209,80,1545512685,Malware,TCP,0,0,10.196.74.10
536,2,8.8.8.8,53,1545993731,Malware,UDP,0,0,192.168.162.60
537,2,10.200.105.201,53,1546356757,Malware,UDP,100,136,10.196.96.71
538,2,8.8.8.8,53,1546529103,Malware,UDP,0,0,192.168.190.38
539,2,10.200.105.201,53,1545920359,Malware,UDP,150,86,10.196.150.80
540,2,14.8.4.4,53,1547215130,Adware,UDP,0,0,192.168.198.11
541,2,114.77.190.35,80,1546872156,Malware,TCP,384,1264,192.168.146.42
542,2,214.91.196.46,80,1546534664,Malware,TCP,627,3248,10.200.44.150
543,5,70.115.0.9,53,1545922143,Malware,UDP,0,0,10.0.11.7
544,2,10.200.105.201,53,1547205266,Malware,UDP,0,0,10.195.208.27
545,2,8.8.8.8,53,1546606214,Malware,UDP,0,0,192.168.157.177
546,3,192.168.98.222,80,1546321308,Malware,TCP,0,0,192.168.37.10
547,2,10.200.105.202,53,1545902306,Malware,UDP,0,0,10.200.43.110
548,2,8.8.8.8,53,1546608218,Malware,UDP,0,0,192.168.164.70
549,2,8.8.8.8,53,1547124876,Malware,UDP,0,0,192.168.171.253
550,2,10.200.105.202,53,1545902246,Malware,UDP,0,0,10.200.43.110
551,2,8.8.8.8,53,1546864900,Malware,UDP,0,0,192.168.182.65
552,2,10.200.105.201,53,1546009055,Malware,UDP,92,62,10.197.202.28
